time,source,target,exposure,interest_rate,maturity
5,B33,B31,5.28,0.0287,14
5,B33,B32,24.08,0.0385,14
5,B33,B36,35.72,0.0438,180
5,B33,B47,26.52,0.021,180
5,B33,B56,23.34,0.0336,7
5,B33,B57,10.93,0.045,180
5,B34,B0,48.64,0.0159,30
5,B34,B2,12.48,0.0399,14
5,B34,B46,11.33,0.042,14
5,B34,B63,21.19,0.0418,30
5,B34,B66,8.39,0.0382,180
5,B35,B2,26.92,0.022,14
5,B35,B3,47.27,0.0435,180
5,B35,B9,45.66,0.0317,90
5,B35,B18,46.7,0.0328,30
5,B35,B26,9.09,0.0424,14
5,B35,B33,22.98,0.0257,90
5,B35,B38,34.58,0.0394,180
5,B35,B41,13.62,0.0318,180
5,B35,B47,23.95,0.0358,90
5,B35,B48,16.69,0.0122,30
5,B35,B49,45.1,0.0493,7
5,B35,B51,24.55,0.0322,7
5,B35,B60,42.62,0.0289,14
5,B36,B0,49.72,0.0282,90
5,B36,B8,12.3,0.0258,180
5,B36,B10,12.31,0.0192,180
5,B36,B34,34.47,0.0249,30
5,B36,B49,16.14,0.0427,180
5,B36,B54,32.43,0.0365,90
5,B36,B56,7.84,0.028,14
5,B36,B62,49.89,0.0454,180
5,B36,B63,23.41,0.0258,90
5,B37,B6,8.45,0.0198,90
5,B37,B9,21.0,0.0381,180
5,B37,B11,37.08,0.0417,30
5,B37,B14,31.02,0.0109,30
5,B37,B24,31.54,0.0204,180
5,B37,B30,15.5,0.0167,7
5,B37,B39,13.22,0.0207,90
5,B37,B43,30.07,0.0132,180
5,B37,B48,21.18,0.0118,180
5,B37,B49,30.5,0.047,14
5,B37,B52,14.95,0.0136,14
5,B37,B54,28.37,0.0205,14
5,B37,B57,30.3,0.0267,90
5,B37,B61,10.05,0.0337,30
5,B37,B65,26.25,0.0322,14
5,B38,B5,48.8,0.0145,30
5,B38,B7,13.95,0.0485,90
5,B38,B13,16.32,0.0249,180
5,B38,B33,38.03,0.0141,90
5,B38,B37,35.59,0.0186,7
5,B38,B47,9.05,0.0364,7
5,B38,B57,32.43,0.0214,180
5,B38,B63,28.95,0.0119,30
5,B38,B64,47.48,0.011,14
5,B39,B4,47.54,0.0229,14
5,B39,B8,16.29,0.0493,90
5,B39,B17,46.75,0.024,14
5,B39,B21,46.87,0.038,30
5,B39,B40,36.01,0.0295,14
5,B39,B44,25.21,0.0133,90
5,B39,B54,32.74,0.0489,90
5,B40,B13,18.75,0.0311,7
5,B40,B18,16.47,0.0364,14
5,B40,B24,40.74,0.0227,14
5,B40,B28,26.28,0.0432,30
5,B40,B35,30.34,0.0128,7
5,B40,B38,26.77,0.0222,14
5,B40,B42,7.36,0.0219,7
5,B40,B44,27.42,0.0362,180
5,B40,B45,40.33,0.019,90
5,B41,B4,42.35,0.0252,30
5,B41,B6,27.97,0.0246,14
5,B41,B15,33.17,0.0224,7
5,B41,B28,47.27,0.0102,30
5,B41,B30,25.5,0.046,90
5,B41,B57,48.16,0.0129,90
5,B41,B58,44.05,0.0394,180
5,B41,B60,23.96,0.0172,14
5,B42,B1,23.07,0.0132,30
5,B42,B5,36.9,0.0258,30
5,B42,B7,20.37,0.0429,14
5,B42,B8,9.14,0.0338,90
5,B42,B44,13.84,0.0297,30
5,B42,B46,5.82,0.0469,7
5,B42,B50,36.73,0.0332,14
5,B42,B52,29.61,0.0378,180
5,B42,B62,38.08,0.0117,180
5,B42,B64,10.09,0.0276,14
5,B43,B15,7.87,0.0353,180
5,B44,B0,49.01,0.0309,30
5,B44,B5,18.56,0.0389,7
5,B44,B11,30.98,0.0222,180
5,B44,B14,5.8,0.0451,180
5,B44,B20,41.75,0.0254,90
5,B44,B32,28.37,0.0347,90
5,B44,B37,10.88,0.0117,7
5,B44,B39,30.04,0.0325,90
5,B44,B45,44.15,0.0361,180
5,B44,B47,34.64,0.0458,180
5,B45,B3,17.16,0.0463,14
5,B45,B5,43.31,0.0481,180
5,B45,B15,22.97,0.0274,7
5,B45,B24,41.14,0.0168,90
5,B45,B29,22.13,0.0213,14
5,B45,B55,23.73,0.0481,7
5,B45,B63,15.88,0.0449,7
5,B46,B2,5.26,0.0333,7
5,B46,B7,36.84,0.0464,14
5,B46,B17,7.61,0.0323,180
5,B46,B19,45.9,0.0255,90
5,B46,B49,22.0,0.0462,14
5,B46,B53,17.02,0.0166,14
5,B47,B4,34.87,0.0144,7
5,B47,B11,19.61,0.0146,180
5,B47,B15,25.18,0.0486,180
5,B47,B17,10.19,0.0236,7
5,B47,B19,20.0,0.0255,30
5,B47,B22,14.67,0.0152,14
5,B47,B25,28.93,0.0484,14
5,B47,B27,41.95,0.0101,7
5,B47,B34,38.11,0.0383,180
5,B47,B40,15.88,0.0466,90
5,B47,B41,29.23,0.0409,30
5,B47,B43,42.74,0.0329,90
5,B47,B50,36.95,0.0221,30
5,B47,B55,49.1,0.0265,90
5,B47,B62,36.76,0.04,30
5,B47,B64,47.11,0.0499,7
5,B48,B1,45.1,0.032,30
5,B48,B2,35.92,0.0167,180
5,B48,B14,49.35,0.0421,90
5,B48,B33,25.05,0.0167,30
5,B48,B38,41.11,0.035,7
5,B48,B42,33.5,0.0453,7
5,B48,B45,47.79,0.0372,7
5,B48,B46,7.47,0.0311,7
5,B48,B47,26.47,0.0456,90
5,B48,B52,13.67,0.039,180
5,B48,B56,47.01,0.0239,180
5,B48,B58,29.97,0.0291,30
5,B48,B63,5.07,0.0296,7
5,B49,B4,9.43,0.0199,7
5,B49,B6,8.05,0.0414,30
5,B49,B63,39.95,0.0348,7
5,B49,B65,18.52,0.0306,14
5,B49,B66,47.01,0.0374,7
5,B50,B2,37.01,0.0349,30
5,B50,B4,8.6,0.0237,7
5,B50,B5,29.59,0.0428,90
5,B50,B7,18.63,0.0363,30
5,B50,B9,46.39,0.0147,7
5,B50,B11,18.91,0.0487,30
5,B50,B16,49.3,0.0124,90
5,B50,B23,14.65,0.0115,90
5,B50,B28,38.89,0.0108,180
5,B50,B45,38.44,0.0369,180
5,B50,B66,11.58,0.0317,30
5,B51,B8,45.08,0.0321,90
5,B51,B13,5.91,0.0298,180
5,B51,B18,28.2,0.0256,30
5,B51,B19,15.01,0.0363,30
5,B51,B22,28.46,0.0161,14
5,B51,B26,24.47,0.0319,30
5,B51,B32,32.1,0.0426,90
5,B51,B43,33.25,0.0382,7
5,B51,B46,38.88,0.0363,90
5,B51,B53,27.07,0.0414,180
5,B51,B66,28.28,0.0148,14
5,B52,B0,34.97,0.0119,14
5,B52,B5,44.29,0.022,30
5,B52,B16,38.55,0.0477,180
5,B52,B20,31.39,0.0479,14
5,B52,B21,32.1,0.0296,30
5,B52,B43,39.4,0.0281,7
5,B52,B60,8.2,0.0399,90
5,B53,B3,25.77,0.0185,30
5,B53,B8,30.59,0.0478,180
5,B53,B12,5.03,0.0406,30
5,B53,B19,19.83,0.0107,30
5,B53,B23,38.34,0.0263,30
5,B53,B29,37.77,0.0102,14
5,B53,B33,26.5,0.0246,30
5,B53,B34,45.4,0.0179,180
5,B53,B38,40.73,0.0429,7
5,B53,B54,22.34,0.0487,30
5,B53,B60,38.05,0.0468,14
5,B53,B63,23.59,0.049,30
5,B53,B66,9.47,0.0419,7
5,B54,B1,34.47,0.0131,14
5,B54,B8,25.18,0.0182,30
5,B54,B39,10.3,0.0276,7
5,B54,B45,32.17,0.0381,180
5,B54,B46,7.92,0.0105,14
5,B54,B48,31.87,0.036,30
5,B55,B1,6.98,0.0181,14
5,B55,B3,8.29,0.0126,180
5,B55,B11,39.53,0.0293,90
5,B55,B16,10.45,0.0263,180
5,B55,B17,7.05,0.0431,14
5,B55,B19,23.08,0.0214,90
5,B55,B31,10.11,0.035,90
5,B55,B40,39.85,0.0358,14
5,B55,B50,30.23,0.0382,7
5,B55,B51,37.33,0.0175,30
5,B56,B0,13.28,0.0344,30
5,B56,B6,26.67,0.0432,14
5,B56,B7,49.67,0.0164,180
5,B56,B11,25.29,0.0211,7
5,B56,B12,39.69,0.0237,90
5,B56,B18,34.52,0.0406,180
5,B56,B19,10.55,0.0391,30
5,B56,B31,21.08,0.0214,180
5,B56,B52,44.97,0.0165,90
5,B56,B54,19.26,0.0199,180
5,B56,B57,26.52,0.0264,180
5,B56,B58,7.73,0.0471,90
5,B57,B14,36.0,0.0233,90
5,B57,B17,21.91,0.031,90
5,B57,B25,29.51,0.0439,30
5,B57,B33,27.47,0.039,14
5,B57,B55,49.59,0.0436,30
5,B57,B61,34.94,0.0234,30
5,B58,B8,7.3,0.0374,14
5,B58,B17,44.04,0.0163,7
5,B58,B18,11.08,0.0358,30
5,B58,B19,32.4,0.0233,14
5,B58,B20,16.65,0.0182,30
5,B58,B21,7.64,0.0213,90
5,B58,B23,28.6,0.0318,90
5,B58,B26,14.78,0.0171,30
5,B58,B31,34.63,0.0333,30
5,B58,B36,7.79,0.0348,30
5,B58,B51,49.66,0.0124,14
5,B58,B56,33.7,0.0172,30
5,B59,B1,18.28,0.0388,30
5,B59,B5,15.85,0.0293,30
5,B59,B8,21.54,0.0222,7
5,B59,B10,23.74,0.0137,7
5,B59,B13,19.03,0.0458,90
5,B59,B21,6.05,0.0292,14
5,B59,B24,35.66,0.0274,14
5,B59,B34,35.84,0.021,14
5,B59,B51,25.4,0.0365,30
5,B59,B57,10.6,0.0367,180
5,B59,B62,49.25,0.0295,14
5,B59,B64,43.19,0.0266,14
5,B59,B66,39.16,0.0212,90
5,B60,B1,32.84,0.0306,180
5,B60,B5,5.86,0.0467,7
5,B60,B12,36.78,0.0195,7
5,B60,B25,43.24,0.028,7
5,B60,B29,21.92,0.0311,180
5,B60,B37,13.96,0.0307,14
5,B61,B2,16.34,0.0362,14
5,B61,B7,28.74,0.0222,14
5,B61,B18,41.09,0.0238,7
5,B61,B19,25.38,0.0486,7
5,B61,B24,12.15,0.0234,7
5,B61,B26,43.38,0.0231,180
5,B61,B37,18.15,0.0103,90
5,B61,B41,42.53,0.0126,7
5,B61,B50,32.02,0.0382,90
5,B61,B53,19.06,0.0145,14
5,B61,B66,30.43,0.0188,180
5,B62,B1,6.49,0.0346,90
5,B62,B3,21.96,0.0379,180
5,B62,B4,23.85,0.0442,180
5,B62,B6,11.07,0.0345,180
5,B62,B18,16.04,0.0143,90
5,B62,B19,15.76,0.0359,14
5,B62,B30,13.16,0.0327,180
5,B62,B37,49.73,0.023,7
5,B62,B45,6.42,0.0498,180
5,B62,B50,15.88,0.0452,180
5,B62,B51,7.74,0.0405,7
5,B62,B58,14.54,0.0121,180
5,B62,B60,10.46,0.0103,30
5,B63,B2,8.05,0.0497,7
5,B63,B13,17.48,0.0353,30
5,B63,B26,17.07,0.0135,30
5,B63,B30,20.07,0.0347,14
5,B63,B32,47.51,0.0401,14
5,B63,B37,34.1,0.0256,14
5,B63,B39,15.78,0.0325,7
5,B63,B42,28.23,0.0171,30
5,B63,B44,9.62,0.0328,7
5,B63,B53,49.51,0.0381,30
5,B63,B59,27.36,0.022,180
5,B63,B64,46.27,0.0101,14
5,B64,B4,15.94,0.0358,30
5,B64,B8,42.02,0.0258,7
5,B64,B9,43.13,0.0443,7
5,B64,B10,14.87,0.0225,30
5,B64,B23,44.91,0.03,14
5,B64,B27,27.58,0.0394,14
5,B64,B28,34.52,0.0198,180
5,B64,B39,15.79,0.038,14
5,B64,B47,37.77,0.0449,14
5,B64,B49,42.09,0.0389,14
5,B64,B54,6.1,0.0103,14
5,B65,B9,18.43,0.0301,90
5,B65,B32,42.18,0.0285,7
5,B66,B7,9.41,0.0497,14
5,B66,B16,38.99,0.0334,7
5,B66,B20,35.71,0.011,7
5,B66,B26,25.87,0.0169,180
5,B66,B33,22.38,0.035,90
5,B66,B36,40.64,0.0354,7
5,B66,B37,24.13,0.0466,30
5,B66,B41,30.61,0.0361,90
5,B66,B60,13.51,0.0245,30
